col1, col2, col3, col4, col5, pk, col1, col2, col3, pk2
2, 99, 70, 72, 58, 5, 7, 2, 70, 3
2, 99, 70, 72, 58, 5, 23, 2, 60, 10
14, 41, 92, 9, 8, 2, 85, 14, 4, 1
32, 66, 10, 63, 46, 4, 95, 32, 13, 1
14, 75, 67, 13, 69, 5, 85, 14, 4, 1
26, 59, 60, 6, 96, 9, 74, 26, 70, 8
32, 97, 70, 32, 32, 6, 95, 32, 13, 1
32, 65, 51, 65, 84, 3, 95, 32, 13, 1
62, 48, 58, 28, 26, 8, 86, 62, 90, 1
62, 48, 58, 28, 26, 8, 2, 62, 83, 1
50, 8, 15, 85, 97, 2, 23, 50, 64, 6
62, 23, 91, 15, 26, 2, 86, 62, 90, 1
62, 23, 91, 15, 26, 2, 2, 62, 83, 1
32, 61, 34, 64, 40, 2, 95, 32, 13, 1
98, 78, 45, 62, 3, 10, 8, 98, 55, 10
98, 78, 45, 62, 3, 10, 34, 98, 39, 8
68, 61, 32, 94, 80, 6, 17, 68, 27, 7
62, 94, 47, 1, 88, 10, 86, 62, 90, 1
62, 94, 47, 1, 88, 10, 2, 62, 83, 1
14, 65, 48, 90, 71, 1, 85, 14, 4, 1
32, 59, 3, 43, 59, 9, 95, 32, 13, 1
56, 30, 53, 61, 22, 6, 73, 56, 23, 2
62, 38, 24, 34, 48, 6, 86, 62, 90, 1
62, 38, 24, 34, 48, 6, 2, 62, 83, 1
32, 41, 9, 81, 27, 9, 95, 32, 13, 1
50, 47, 13, 43, 98, 5, 23, 50, 64, 6
62, 7, 12, 78, 13, 2, 86, 62, 90, 1
62, 7, 12, 78, 13, 2, 2, 62, 83, 1
68, 89, 61, 95, 38, 5, 17, 68, 27, 7
26, 45, 6, 70, 42, 1, 74, 26, 70, 8
26, 53, 89, 73, 68, 4, 74, 26, 70, 8
2, 100, 46, 30, 10, 9, 65, 2, 53, 4
2, 100, 46, 30, 10, 9, 7, 2, 70, 3
2, 100, 46, 30, 10, 9, 23, 2, 60, 10
56, 65, 15, 99, 85, 10, 73, 56, 23, 2
98, 71, 100, 57, 14, 1, 8, 98, 55, 10
98, 71, 100, 57, 14, 1, 34, 98, 39, 8
32, 36, 29, 51, 39, 7, 95, 32, 13, 1
56, 51, 65, 44, 49, 9, 73, 56, 23, 2
56, 52, 64, 31, 16, 7, 73, 56, 23, 2
14, 65, 35, 59, 22, 4, 85, 14, 4, 1
68, 51, 28, 71, 96, 8, 17, 68, 27, 7
26, 55, 61, 89, 80, 10, 74, 26, 70, 8
2, 47, 71, 40, 83, 3, 65, 2, 53, 4
2, 47, 71, 40, 83, 3, 7, 2, 70, 3
2, 47, 71, 40, 83, 3, 23, 2, 60, 10
50, 79, 30, 11, 71, 6, 23, 50, 64, 6
62, 93, 14, 78, 54, 7, 86, 62, 90, 1
62, 93, 14, 78, 54, 7, 2, 62, 83, 1
26, 26, 41, 57, 57, 9, 74, 26, 70, 8
68, 37, 13, 92, 15, 3, 17, 68, 27, 7
2, 93, 97, 92, 11, 2, 65, 2, 53, 4
2, 93, 97, 92, 11, 2, 7, 2, 70, 3
2, 93, 97, 92, 11, 2, 23, 2, 60, 10
98, 60, 14, 65, 87, 2, 8, 98, 55, 10
98, 60, 14, 65, 87, 2, 34, 98, 39, 8
26, 14, 89, 15, 28, 1, 74, 26, 70, 8
62, 48, 59, 51, 29, 10, 86, 62, 90, 1
62, 48, 59, 51, 29, 10, 2, 62, 83, 1
50, 19, 76, 8, 55, 2, 23, 50, 64, 6
62, 20, 65, 99, 54, 3, 86, 62, 90, 1
62, 20, 65, 99, 54, 3, 2, 62, 83, 1
32, 9, 78, 70, 91, 10, 95, 32, 13, 1
50, 1, 100, 90, 92, 2, 23, 50, 64, 6
68, 100, 11, 80, 19, 7, 17, 68, 27, 7
50, 85, 4, 42, 15, 2, 23, 50, 64, 6
26, 8, 14, 28, 59, 1, 74, 26, 70, 8
32, 90, 27, 6, 50, 9, 95, 32, 13, 1
62, 99, 81, 35, 69, 3, 86, 62, 90, 1
62, 99, 81, 35, 69, 3, 2, 62, 83, 1
50, 70, 39, 94, 48, 7, 23, 50, 64, 6
50, 87, 31, 25, 57, 7, 23, 50, 64, 6
56, 48, 99, 90, 17, 3, 73, 56, 23, 2
26, 100, 77, 2, 39, 3, 74, 26, 70, 8
2, 57, 29, 99, 9, 3, 65, 2, 53, 4
2, 57, 29, 99, 9, 3, 7, 2, 70, 3
2, 57, 29, 99, 9, 3, 23, 2, 60, 10
26, 53, 52, 20, 1, 8, 74, 26, 70, 8
14, 53, 93, 18, 67, 8, 85, 14, 4, 1
98, 94, 67, 17, 9, 6, 8, 98, 55, 10
98, 94, 67, 17, 9, 6, 34, 98, 39, 8
26, 90, 68, 86, 72, 6, 74, 26, 70, 8
56, 11, 14, 72, 85, 8, 73, 56, 23, 2
2, 99, 35, 85, 94, 8, 65, 2, 53, 4
2, 99, 35, 85, 94, 8, 7, 2, 70, 3
2, 99, 35, 85, 94, 8, 23, 2, 60, 10
62, 20, 30, 52, 93, 7, 86, 62, 90, 1
62, 20, 30, 52, 93, 7, 2, 62, 83, 1
68, 1, 66, 23, 73, 4, 17, 68, 27, 7
62, 2, 82, 32, 40, 6, 86, 62, 90, 1
62, 2, 82, 32, 40, 6, 2, 62, 83, 1
50, 18, 30, 54, 38, 1, 23, 50, 64, 6
68, 65, 98, 49, 29, 6, 17, 68, 27, 7
26, 100, 76, 84, 19, 5, 74, 26, 70, 8
98, 55, 2, 44, 56, 4, 8, 98, 55, 10
98, 55, 2, 44, 56, 4, 34, 98, 39, 8
50, 63, 25, 27, 99, 9, 23, 50, 64, 6
62, 36, 35, 75, 62, 3, 86, 62, 90, 1
62, 36, 35, 75, 62, 3, 2, 62, 83, 1
15, 41, 56, 65, 77, 2, 8, 15, 98, 6
15, 41, 56, 65, 77, 2, 22, 15, 100, 1
45, 77, 1, 6, 77, 9, 19, 45, 78, 4
33, 1, 71, 4, 65, 1, 38, 33, 89, 2
33, 1, 71, 4, 65, 1, 96, 33, 31, 5
33, 1, 71, 4, 65, 1, 5, 33, 40, 10
33, 1, 71, 4, 65, 1, 51, 33, 36, 5
93, 81, 57, 99, 57, 7, 67, 93, 41, 4
93, 81, 57, 99, 57, 7, 32, 93, 89, 1
93, 81, 57, 99, 57, 7, 74, 93, 20, 3
63, 33, 24, 98, 37, 2, 41, 63, 39, 3
15, 100, 63, 73, 79, 6, 8, 15, 98, 6
15, 100, 63, 73, 79, 6, 22, 15, 100, 1
93, 51, 57, 96, 82, 10, 67, 93, 41, 4
93, 51, 57, 96, 82, 10, 32, 93, 89, 1
93, 51, 57, 96, 82, 10, 74, 93, 20, 3
75, 11, 64, 23, 47, 4, 53, 75, 85, 7
75, 11, 64, 23, 47, 4, 33, 75, 48, 5
21, 6, 33, 27, 21, 10, 96, 21, 43, 4
93, 32, 66, 37, 69, 8, 67, 93, 41, 4
93, 32, 66, 37, 69, 8, 32, 93, 89, 1
93, 32, 66, 37, 69, 8, 74, 93, 20, 3
15, 26, 85, 91, 27, 6, 8, 15, 98, 6
15, 26, 85, 91, 27, 6, 22, 15, 100, 1
27, 50, 3, 19, 35, 5, 21, 27, 7, 5
27, 50, 3, 19, 35, 5, 28, 27, 90, 8
81, 18, 5, 51, 68, 9, 48, 81, 31, 7
63, 3, 94, 34, 1, 1, 41, 63, 39, 3
63, 95, 22, 51, 21, 10, 41, 63, 39, 3
39, 28, 94, 69, 17, 6, 41, 39, 27, 10
39, 28, 94, 69, 17, 6, 8, 39, 11, 8
51, 96, 55, 4, 41, 3, 13, 51, 94, 5
27, 54, 82, 64, 29, 6, 21, 27, 7, 5
27, 54, 82, 64, 29, 6, 28, 27, 90, 8
21, 22, 10, 4, 83, 10, 96, 21, 43, 4
99, 61, 80, 100, 29, 9, 60, 99, 90, 9
99, 61, 80, 100, 29, 9, 70, 99, 27, 2
99, 61, 80, 100, 29, 9, 44, 99, 13, 8
45, 30, 45, 100, 87, 6, 19, 45, 78, 4
93, 16, 80, 46, 5, 10, 67, 93, 41, 4
93, 16, 80, 46, 5, 10, 32, 93, 89, 1
93, 16, 80, 46, 5, 10, 74, 93, 20, 3
63, 72, 46, 5, 12, 5, 41, 63, 39, 3
75, 60, 81, 19, 94, 5, 53, 75, 85, 7
75, 60, 81, 19, 94, 5, 33, 75, 48, 5
39, 2, 20, 77, 27, 9, 41, 39, 27, 10
39, 2, 20, 77, 27, 9, 8, 39, 11, 8
39, 89, 89, 68, 1, 6, 41, 39, 27, 10
39, 89, 89, 68, 1, 6, 8, 39, 11, 8
45, 87, 34, 43, 82, 6, 19, 45, 78, 4
33, 52, 83, 40, 21, 10, 38, 33, 89, 2
33, 52, 83, 40, 21, 10, 96, 33, 31, 5
33, 52, 83, 40, 21, 10, 5, 33, 40, 10
33, 52, 83, 40, 21, 10, 51, 33, 36, 5
99, 6, 77, 2, 54, 10, 60, 99, 90, 9
99, 6, 77, 2, 54, 10, 70, 99, 27, 2
99, 6, 77, 2, 54, 10, 44, 99, 13, 8
33, 31, 88, 3, 80, 10, 38, 33, 89, 2
33, 31, 88, 3, 80, 10, 96, 33, 31, 5
33, 31, 88, 3, 80, 10, 5, 33, 40, 10
33, 31, 88, 3, 80, 10, 51, 33, 36, 5
33, 66, 46, 33, 88, 9, 38, 33, 89, 2
33, 66, 46, 33, 88, 9, 96, 33, 31, 5
33, 66, 46, 33, 88, 9, 5, 33, 40, 10
33, 66, 46, 33, 88, 9, 51, 33, 36, 5
21, 52, 15, 69, 66, 9, 96, 21, 43, 4
93, 1, 72, 22, 62, 3, 67, 93, 41, 4
93, 1, 72, 22, 62, 3, 32, 93, 89, 1
93, 1, 72, 22, 62, 3, 74, 93, 20, 3
33, 81, 82, 39, 70, 8, 38, 33, 89, 2
33, 81, 82, 39, 70, 8, 96, 33, 31, 5
33, 81, 82, 39, 70, 8, 5, 33, 40, 10
33, 81, 82, 39, 70, 8, 51, 33, 36, 5
21, 84, 80, 3, 49, 5, 96, 21, 43, 4
75, 39, 48, 42, 24, 10, 53, 75, 85, 7
75, 39, 48, 42, 24, 10, 33, 75, 48, 5
27, 10, 66, 39, 40, 2, 21, 27, 7, 5
27, 10, 66, 39, 40, 2, 28, 27, 90, 8
15, 67, 73, 66, 40, 6, 8, 15, 98, 6
15, 67, 73, 66, 40, 6, 22, 15, 100, 1
99, 6, 94, 36, 36, 5, 60, 99, 90, 9
99, 6, 94, 36, 36, 5, 70, 99, 27, 2
99, 6, 94, 36, 36, 5, 44, 99, 13, 8
75, 21, 95, 59, 93, 4, 53, 75, 85, 7
75, 21, 95, 59, 93, 4, 33, 75, 48, 5
27, 40, 70, 51, 60, 6, 21, 27, 7, 5
27, 40, 70, 51, 60, 6, 28, 27, 90, 8
51, 11, 16, 54, 40, 8, 13, 51, 94, 5
45, 49, 40, 30, 45, 2, 19, 45, 78, 4
81, 23, 34, 85, 66, 9, 48, 81, 31, 7
93, 21, 79, 37, 20, 9, 67, 93, 41, 4
93, 21, 79, 37, 20, 9, 32, 93, 89, 1
93, 21, 79, 37, 20, 9, 74, 93, 20, 3
27, 54, 17, 65, 73, 8, 21, 27, 7, 5
27, 54, 17, 65, 73, 8, 28, 27, 90, 8
21, 23, 28, 1, 88, 6, 96, 21, 43, 4
93, 58, 2, 20, 79, 5, 67, 93, 41, 4
93, 58, 2, 20, 79, 5, 32, 93, 89, 1
93, 58, 2, 20, 79, 5, 74, 93, 20, 3
33, 28, 54, 25, 14, 8, 38, 33, 89, 2
33, 28, 54, 25, 14, 8, 96, 33, 31, 5
33, 28, 54, 25, 14, 8, 5, 33, 40, 10
33, 28, 54, 25, 14, 8, 51, 33, 36, 5
51, 83, 41, 15, 16, 5, 13, 51, 94, 5
81, 98, 71, 18, 79, 6, 48, 81, 31, 7
81, 39, 64, 40, 11, 9, 48, 81, 31, 7
75, 33, 83, 83, 66, 9, 53, 75, 85, 7
75, 33, 83, 83, 66, 9, 33, 75, 48, 5
27, 2, 23, 37, 92, 1, 21, 27, 7, 5
27, 2, 23, 37, 92, 1, 28, 27, 90, 8
45, 46, 75, 73, 78, 9, 19, 45, 78, 4
27, 94, 21, 3, 66, 2, 21, 27, 7, 5
27, 94, 21, 3, 66, 2, 28, 27, 90, 8
27, 12, 30, 98, 60, 6, 21, 27, 7, 5
27, 12, 30, 98, 60, 6, 28, 27, 90, 8
93, 28, 23, 45, 47, 7, 67, 93, 41, 4
93, 28, 23, 45, 47, 7, 32, 93, 89, 1
93, 28, 23, 45, 47, 7, 74, 93, 20, 3
51, 88, 92, 93, 88, 10, 13, 51, 94, 5
33, 40, 7, 58, 14, 3, 38, 33, 89, 2
33, 40, 7, 58, 14, 3, 96, 33, 31, 5
33, 40, 7, 58, 14, 3, 5, 33, 40, 10
33, 40, 7, 58, 14, 3, 51, 33, 36, 5
63, 65, 14, 56, 24, 6, 41, 63, 39, 3
93, 81, 52, 43, 65, 10, 67, 93, 41, 4
93, 81, 52, 43, 65, 10, 32, 93, 89, 1
93, 81, 52, 43, 65, 10, 74, 93, 20, 3
99, 70, 63, 10, 94, 1, 60, 99, 90, 9
99, 70, 63, 10, 94, 1, 70, 99, 27, 2
99, 70, 63, 10, 94, 1, 44, 99, 13, 8
45, 39, 72, 85, 55, 10, 19, 45, 78, 4
75, 69, 82, 31, 1, 10, 53, 75, 85, 7
75, 69, 82, 31, 1, 10, 33, 75, 48, 5
93, 89, 90, 68, 69, 8, 67, 93, 41, 4
93, 89, 90, 68, 69, 8, 32, 93, 89, 1
93, 89, 90, 68, 69, 8, 74, 93, 20, 3
75, 86, 1, 89, 49, 3, 53, 75, 85, 7
75, 86, 1, 89, 49, 3, 33, 75, 48, 5
75, 34, 64, 6, 59, 8, 53, 75, 85, 7
75, 34, 64, 6, 59, 8, 33, 75, 48, 5
9, 28, 41, 92, 67, 5, 37, 9, 69, 5
27, 75, 62, 58, 94, 10, 21, 27, 7, 5
27, 75, 62, 58, 94, 10, 28, 27, 90, 8
93, 100, 31, 56, 7, 9, 67, 93, 41, 4
93, 100, 31, 56, 7, 9, 32, 93, 89, 1
93, 100, 31, 56, 7, 9, 74, 93, 20, 3
81, 15, 81, 41, 29, 3, 48, 81, 31, 7
15, 94, 43, 1, 7, 6, 8, 15, 98, 6
15, 94, 43, 1, 7, 6, 22, 15, 100, 1
33, 87, 53, 76, 13, 10, 38, 33, 89, 2
33, 87, 53, 76, 13, 10, 96, 33, 31, 5
33, 87, 53, 76, 13, 10, 5, 33, 40, 10
33, 87, 53, 76, 13, 10, 51, 33, 36, 5
21, 23, 6, 68, 37, 9, 96, 21, 43, 4
27, 77, 95, 15, 3, 3, 21, 27, 7, 5
27, 77, 95, 15, 3, 3, 28, 27, 90, 8
15, 82, 34, 54, 73, 6, 8, 15, 98, 6
15, 82, 34, 54, 73, 6, 22, 15, 100, 1
75, 58, 45, 39, 10, 9, 53, 75, 85, 7
75, 58, 45, 39, 10, 9, 33, 75, 48, 5
27, 76, 13, 76, 90, 6, 21, 27, 7, 5
27, 76, 13, 76, 90, 6, 28, 27, 90, 8
99, 13, 39, 2, 24, 9, 60, 99, 90, 9
99, 13, 39, 2, 24, 9, 70, 99, 27, 2
99, 13, 39, 2, 24, 9, 44, 99, 13, 8
93, 57, 74, 37, 90, 7, 67, 93, 41, 4
93, 57, 74, 37, 90, 7, 32, 93, 89, 1
93, 57, 74, 37, 90, 7, 74, 93, 20, 3
39, 75, 26, 56, 10, 6, 41, 39, 27, 10
39, 75, 26, 56, 10, 6, 8, 39, 11, 8
51, 30, 64, 22, 88, 4, 13, 51, 94, 5
75, 36, 66, 57, 37, 5, 53, 75, 85, 7
75, 36, 66, 57, 37, 5, 33, 75, 48, 5
9, 53, 52, 57, 31, 4, 37, 9, 69, 5
51, 33, 8, 7, 47, 10, 13, 51, 94, 5
75, 87, 47, 34, 78, 10, 53, 75, 85, 7
75, 87, 47, 34, 78, 10, 33, 75, 48, 5
75, 2, 22, 3, 75, 2, 53, 75, 85, 7
75, 2, 22, 3, 75, 2, 33, 75, 48, 5
27, 33, 2, 93, 38, 2, 21, 27, 7, 5
27, 33, 2, 93, 38, 2, 28, 27, 90, 8
39, 69, 3, 29, 48, 5, 41, 39, 27, 10
39, 69, 3, 29, 48, 5, 8, 39, 11, 8
81, 62, 86, 54, 18, 6, 48, 81, 31, 7
15, 69, 26, 55, 28, 4, 8, 15, 98, 6
15, 69, 26, 55, 28, 4, 22, 15, 100, 1
93, 60, 3, 26, 76, 9, 67, 93, 41, 4
93, 60, 3, 26, 76, 9, 32, 93, 89, 1
93, 60, 3, 26, 76, 9, 74, 93, 20, 3
51, 87, 88, 3, 48, 10, 13, 51, 94, 5
99, 6, 91, 39, 96, 9, 60, 99, 90, 9
99, 6, 91, 39, 96, 9, 70, 99, 27, 2
99, 6, 91, 39, 96, 9, 44, 99, 13, 8
81, 18, 40, 98, 74, 7, 48, 81, 31, 7
9, 63, 40, 80, 37, 1, 37, 9, 69, 5
15, 10, 99, 14, 70, 7, 8, 15, 98, 6
15, 10, 99, 14, 70, 7, 22, 15, 100, 1
27, 97, 33, 40, 88, 1, 21, 27, 7, 5
27, 97, 33, 40, 88, 1, 28, 27, 90, 8
39, 55, 100, 83, 86, 5, 41, 39, 27, 10
39, 55, 100, 83, 86, 5, 8, 39, 11, 8
93, 8, 60, 32, 5, 3, 67, 93, 41, 4
93, 8, 60, 32, 5, 3, 32, 93, 89, 1
93, 8, 60, 32, 5, 3, 74, 93, 20, 3
63, 30, 2, 84, 39, 2, 41, 63, 39, 3
99, 8, 40, 54, 32, 2, 60, 99, 90, 9
99, 8, 40, 54, 32, 2, 70, 99, 27, 2
99, 8, 40, 54, 32, 2, 44, 99, 13, 8
93, 17, 31, 63, 52, 6, 67, 93, 41, 4
93, 17, 31, 63, 52, 6, 32, 93, 89, 1
93, 17, 31, 63, 52, 6, 74, 93, 20, 3
45, 97, 57, 29, 26, 8, 19, 45, 78, 4
93, 74, 6, 86, 14, 4, 67, 93, 41, 4
93, 74, 6, 86, 14, 4, 32, 93, 89, 1
93, 74, 6, 86, 14, 4, 74, 93, 20, 3
33, 56, 81, 71, 54, 10, 38, 33, 89, 2
33, 56, 81, 71, 54, 10, 96, 33, 31, 5
33, 56, 81, 71, 54, 10, 5, 33, 40, 10
33, 56, 81, 71, 54, 10, 51, 33, 36, 5
75, 3, 5, 54, 72, 7, 53, 75, 85, 7
75, 3, 5, 54, 72, 7, 33, 75, 48, 5
75, 47, 48, 92, 19, 9, 53, 75, 85, 7
75, 47, 48, 92, 19, 9, 33, 75, 48, 5
45, 66, 8, 30, 30, 3, 19, 45, 78, 4
93, 56, 38, 23, 64, 2, 67, 93, 41, 4
93, 56, 38, 23, 64, 2, 32, 93, 89, 1
93, 56, 38, 23, 64, 2, 74, 93, 20, 3
81, 19, 1, 63, 74, 2, 48, 81, 31, 7
99, 25, 39, 8, 82, 6, 60, 99, 90, 9
99, 25, 39, 8, 82, 6, 70, 99, 27, 2
99, 25, 39, 8, 82, 6, 44, 99, 13, 8
27, 77, 89, 54, 57, 6, 21, 27, 7, 5
27, 77, 89, 54, 57, 6, 28, 27, 90, 8
99, 68, 28, 31, 64, 3, 60, 99, 90, 9
99, 68, 28, 31, 64, 3, 70, 99, 27, 2
99, 68, 28, 31, 64, 3, 44, 99, 13, 8
21, 93, 20, 14, 38, 7, 96, 21, 43, 4
51, 31, 72, 65, 66, 9, 13, 51, 94, 5
33, 56, 27, 11, 88, 9, 38, 33, 89, 2
33, 56, 27, 11, 88, 9, 96, 33, 31, 5
33, 56, 27, 11, 88, 9, 5, 33, 40, 10
33, 56, 27, 11, 88, 9, 51, 33, 36, 5
27, 16, 85, 77, 45, 10, 21, 27, 7, 5
27, 16, 85, 77, 45, 10, 28, 27, 90, 8
81, 17, 21, 73, 13, 3, 48, 81, 31, 7
63, 60, 15, 25, 14, 9, 41, 63, 39, 3
21, 70, 53, 88, 79, 3, 96, 21, 43, 4
81, 27, 43, 85, 13, 7, 48, 81, 31, 7
9, 68, 27, 95, 56, 5, 37, 9, 69, 5
21, 31, 54, 10, 57, 4, 96, 21, 43, 4
63, 71, 81, 73, 100, 7, 41, 63, 39, 3
51, 97, 9, 58, 6, 3, 13, 51, 94, 5
45, 49, 32, 23, 96, 7, 19, 45, 78, 4
99, 85, 83, 10, 78, 3, 60, 99, 90, 9
99, 85, 83, 10, 78, 3, 70, 99, 27, 2
99, 85, 83, 10, 78, 3, 44, 99, 13, 8
21, 59, 76, 45, 16, 4, 96, 21, 43, 4
15, 80, 14, 28, 85, 7, 8, 15, 98, 6
15, 80, 14, 28, 85, 7, 22, 15, 100, 1
51, 4, 64, 15, 34, 4, 13, 51, 94, 5
81, 38, 36, 45, 25, 7, 48, 81, 31, 7
15, 59, 85, 97, 75, 9, 8, 15, 98, 6
15, 59, 85, 97, 75, 9, 22, 15, 100, 1
33, 12, 92, 6, 63, 7, 38, 33, 89, 2
33, 12, 92, 6, 63, 7, 96, 33, 31, 5
33, 12, 92, 6, 63, 7, 5, 33, 40, 10
33, 12, 92, 6, 63, 7, 51, 33, 36, 5
33, 12, 93, 6, 46, 1, 38, 33, 89, 2
33, 12, 93, 6, 46, 1, 96, 33, 31, 5
33, 12, 93, 6, 46, 1, 5, 33, 40, 10
33, 12, 93, 6, 46, 1, 51, 33, 36, 5
9, 87, 21, 16, 100, 3, 37, 9, 69, 5
15, 54, 96, 47, 39, 7, 8, 15, 98, 6
15, 54, 96, 47, 39, 7, 22, 15, 100, 1
9, 27, 39, 43, 39, 4, 37, 9, 69, 5
93, 47, 9, 35, 6, 2, 67, 93, 41, 4
93, 47, 9, 35, 6, 2, 32, 93, 89, 1
93, 47, 9, 35, 6, 2, 74, 93, 20, 3
45, 85, 90, 1, 76, 1, 19, 45, 78, 4
45, 89, 95, 91, 69, 6, 19, 45, 78, 4
93, 12, 40, 87, 71, 1, 67, 93, 41, 4
93, 12, 40, 87, 71, 1, 32, 93, 89, 1
93, 12, 40, 87, 71, 1, 74, 93, 20, 3
9, 68, 76, 55, 81, 10, 37, 9, 69, 5
93, 97, 23, 49, 89, 7, 67, 93, 41, 4
93, 97, 23, 49, 89, 7, 32, 93, 89, 1
93, 97, 23, 49, 89, 7, 74, 93, 20, 3
9, 96, 85, 99, 59, 10, 37, 9, 69, 5
39, 24, 68, 75, 80, 10, 41, 39, 27, 10
39, 24, 68, 75, 80, 10, 8, 39, 11, 8
15, 35, 17, 10, 43, 7, 8, 15, 98, 6
15, 35, 17, 10, 43, 7, 22, 15, 100, 1
15, 38, 1, 65, 66, 5, 8, 15, 98, 6
15, 38, 1, 65, 66, 5, 22, 15, 100, 1
21, 8, 95, 65, 20, 5, 96, 21, 43, 4
81, 49, 36, 27, 10, 6, 48, 81, 31, 7
63, 54, 100, 29, 18, 8, 41, 63, 39, 3
99, 18, 39, 43, 7, 2, 60, 99, 90, 9
99, 18, 39, 43, 7, 2, 70, 99, 27, 2
99, 18, 39, 43, 7, 2, 44, 99, 13, 8
99, 26, 54, 36, 27, 6, 60, 99, 90, 9
99, 26, 54, 36, 27, 6, 70, 99, 27, 2
99, 26, 54, 36, 27, 6, 44, 99, 13, 8
33, 31, 15, 99, 97, 4, 38, 33, 89, 2
33, 31, 15, 99, 97, 4, 96, 33, 31, 5
33, 31, 15, 99, 97, 4, 5, 33, 40, 10
33, 31, 15, 99, 97, 4, 51, 33, 36, 5
21, 50, 44, 57, 77, 2, 96, 21, 43, 4
93, 34, 82, 6, 75, 9, 67, 93, 41, 4
93, 34, 82, 6, 75, 9, 32, 93, 89, 1
93, 34, 82, 6, 75, 9, 74, 93, 20, 3
33, 7, 44, 11, 99, 5, 38, 33, 89, 2
33, 7, 44, 11, 99, 5, 96, 33, 31, 5
33, 7, 44, 11, 99, 5, 5, 33, 40, 10
33, 7, 44, 11, 99, 5, 51, 33, 36, 5
93, 36, 37, 91, 49, 7, 67, 93, 41, 4
93, 36, 37, 91, 49, 7, 32, 93, 89, 1
93, 36, 37, 91, 49, 7, 74, 93, 20, 3
9, 58, 87, 60, 59, 2, 37, 9, 69, 5
9, 86, 64, 21, 30, 4, 37, 9, 69, 5
51, 41, 15, 10, 50, 6, 13, 51, 94, 5
9, 82, 44, 82, 46, 8, 37, 9, 69, 5
15, 96, 32, 39, 25, 6, 8, 15, 98, 6
15, 96, 32, 39, 25, 6, 22, 15, 100, 1
9, 35, 68, 91, 76, 9, 37, 9, 69, 5
51, 79, 39, 21, 100, 7, 13, 51, 94, 5
93, 57, 17, 66, 47, 5, 67, 93, 41, 4
93, 57, 17, 66, 47, 5, 32, 93, 89, 1
93, 57, 17, 66, 47, 5, 74, 93, 20, 3
51, 88, 3, 97, 48, 3, 13, 51, 94, 5
81, 9, 6, 13, 66, 3, 48, 81, 31, 7
21, 29, 43, 100, 1, 8, 96, 21, 43, 4
15, 46, 4, 40, 39, 7, 8, 15, 98, 6
15, 46, 4, 40, 39, 7, 22, 15, 100, 1
99, 53, 77, 42, 23, 7, 60, 99, 90, 9
99, 53, 77, 42, 23, 7, 70, 99, 27, 2
99, 53, 77, 42, 23, 7, 44, 99, 13, 8
9, 18, 35, 1, 97, 9, 37, 9, 69, 5
51, 41, 26, 5, 68, 10, 13, 51, 94, 5
93, 3, 94, 46, 4, 4, 67, 93, 41, 4
93, 3, 94, 46, 4, 4, 32, 93, 89, 1
93, 3, 94, 46, 4, 4, 74, 93, 20, 3
51, 55, 13, 95, 59, 7, 13, 51, 94, 5
15, 78, 99, 46, 49, 1, 8, 15, 98, 6
15, 78, 99, 46, 49, 1, 22, 15, 100, 1
21, 26, 92, 4, 86, 9, 96, 21, 43, 4
93, 4, 30, 47, 87, 8, 67, 93, 41, 4
93, 4, 30, 47, 87, 8, 32, 93, 89, 1
93, 4, 30, 47, 87, 8, 74, 93, 20, 3
9, 37, 51, 50, 44, 3, 37, 9, 69, 5
63, 60, 47, 29, 55, 8, 41, 63, 39, 3
93, 17, 87, 29, 41, 2, 67, 93, 41, 4
93, 17, 87, 29, 41, 2, 32, 93, 89, 1
93, 17, 87, 29, 41, 2, 74, 93, 20, 3
63, 75, 15, 70, 78, 9, 41, 63, 39, 3
93, 56, 40, 34, 66, 6, 67, 93, 41, 4
93, 56, 40, 34, 66, 6, 32, 93, 89, 1
93, 56, 40, 34, 66, 6, 74, 93, 20, 3
75, 68, 96, 77, 55, 4, 53, 75, 85, 7
75, 68, 96, 77, 55, 4, 33, 75, 48, 5
63, 8, 88, 12, 18, 3, 41, 63, 39, 3
15, 55, 65, 98, 68, 6, 8, 15, 98, 6
15, 55, 65, 98, 68, 6, 22, 15, 100, 1
63, 41, 81, 58, 12, 8, 41, 63, 39, 3
21, 23, 96, 46, 2, 5, 96, 21, 43, 4
81, 19, 91, 88, 16, 2, 48, 81, 31, 7
81, 77, 58, 25, 44, 8, 48, 81, 31, 7
75, 74, 23, 92, 92, 4, 53, 75, 85, 7
75, 74, 23, 92, 92, 4, 33, 75, 48, 5
99, 96, 59, 83, 30, 6, 60, 99, 90, 9
99, 96, 59, 83, 30, 6, 70, 99, 27, 2
99, 96, 59, 83, 30, 6, 44, 99, 13, 8
15, 94, 89, 47, 19, 6, 8, 15, 98, 6
15, 94, 89, 47, 19, 6, 22, 15, 100, 1
27, 92, 90, 85, 56, 9, 21, 27, 7, 5
27, 92, 90, 85, 56, 9, 28, 27, 90, 8
15, 53, 47, 5, 38, 4, 8, 15, 98, 6
15, 53, 47, 5, 38, 4, 22, 15, 100, 1
51, 80, 89, 12, 34, 2, 13, 51, 94, 5
75, 19, 67, 58, 71, 7, 53, 75, 85, 7
75, 19, 67, 58, 71, 7, 33, 75, 48, 5
39, 29, 34, 59, 68, 8, 41, 39, 27, 10
