col1,col2,col3,col4,col5,pk
6,63,7,27,82,3
79,57,47,91,44,8
82,34,33,48,24,4
21,81,93,93,98,6
7,53,20,32,45,2
97,47,64,78,14,5
71,67,34,91,62,8
88,69,26,49,24,5
30,53,76,14,54,6
26,60,62,87,69,8
82,45,12,82,77,10
64,41,77,35,95,9
69,85,12,45,69,7
65,63,44,32,83,9
51,85,42,21,54,1
1,25,28,34,27,8
39,80,16,75,43,9
28,36,60,8,68,9
53,92,47,79,88,6
20,8,19,46,4,3
86,72,62,81,5,7
23,11,5,87,47,2
66,2,87,52,52,5
96,75,76,79,78,8
39,6,77,51,76,9
1,78,54,89,11,8
72,89,83,95,35,9
68,39,64,89,22,3
31,64,88,22,2,3
97,89,94,12,88,8
84,71,3,40,98,5
70,97,31,94,11,6
78,44,24,73,92,1
16,19,13,85,19,5
99,24,7,17,79,3
78,17,99,40,44,7
95,13,87,52,20,10
43,36,4,71,50,5
54,31,53,90,38,3
5,61,92,98,62,3
32,96,23,7,21,2
20,15,75,30,65,6
33,32,7,60,80,1
8,19,83,43,91,4
48,27,8,83,66,9
65,54,19,40,13,2
81,15,18,36,84,10
13,22,63,33,57,7
8,25,89,6,88,9
95,61,35,43,91,9
23,45,31,99,51,7
58,35,98,54,97,3
38,56,51,14,63,9
53,74,45,7,39,5
39,43,98,71,53,6
25,79,53,74,58,4
99,78,41,49,18,9
18,4,16,79,24,7
83,41,96,78,98,7
55,98,78,80,44,10
15,1,47,24,90,4
100,94,18,25,62,2
89,72,88,76,96,3
79,70,42,8,36,10
79,63,38,5,99,2
66,4,74,5,72,8
88,88,84,12,82,1
51,80,25,19,49,3
82,99,54,64,53,7
93,66,7,24,11,4
31,85,89,64,93,9
76,50,50,24,34,2
63,48,30,29,22,10
59,63,6,67,12,1
89,63,4,52,44,4
63,32,100,10,61,3
81,26,47,7,38,5
34,97,16,41,43,1
15,92,91,17,67,4
65,91,26,59,74,1
59,10,73,32,43,7
44,55,90,47,33,4
35,64,73,63,68,9
97,58,49,81,97,8
99,36,24,17,5,4
92,65,72,99,66,4
7,63,12,5,21,6
24,42,93,48,70,6
46,83,21,97,23,10
50,27,19,3,35,7
68,16,46,85,6,9
46,79,68,57,19,7
97,54,87,21,36,4
44,92,21,31,33,9
24,92,38,53,97,9
61,17,69,12,60,7
30,39,79,75,14,4
20,93,67,43,8,6
40,40,82,74,60,6
77,91,68,24,82,4
33,24,95,47,88,7
80,50,94,36,17,10
86,83,28,22,48,1
28,26,14,4,49,7
3,96,67,40,98,10
33,47,59,91,86,4
75,12,82,58,45,2
2,52,38,50,57,7
17,55,88,11,44,5
95,56,100,11,98,2
76,67,78,97,59,10
78,75,89,79,59,1
89,90,77,21,52,7
8,84,49,14,100,7
69,2,63,42,50,1
65,68,63,97,74,8
18,8,16,52,25,7
55,92,86,42,37,6
61,68,23,66,43,7
67,80,61,16,40,1
94,67,58,23,21,2
100,82,43,35,76,3
94,44,23,84,37,3
66,67,43,7,71,5
40,43,43,35,72,8
3,11,78,93,47,2
17,70,55,48,84,3
94,8,93,55,84,1
70,81,16,37,31,7
98,3,23,67,96,2
100,95,19,64,36,2
53,9,44,88,57,8
15,26,99,8,54,1
9,62,45,96,64,6
83,21,5,5,81,5
49,68,79,87,78,1
14,23,97,29,35,8
99,28,30,99,40,1
72,10,19,100,11,2
54,24,52,75,56,9
39,78,23,60,82,3
17,11,1,54,20,8
62,75,8,73,31,3
66,93,98,16,47,8
96,24,84,68,73,3
8,92,54,81,62,2
67,32,60,62,79,8
16,61,24,22,88,7
17,28,43,69,58,6
92,95,35,67,32,8
25,2,75,70,45,5
22,22,100,54,86,1
92,41,68,48,74,5
61,55,80,40,9,2
72,43,88,84,72,5
79,75,25,68,2,3
29,7,19,42,36,10
38,42,72,95,88,7
77,78,2,13,58,5
9,1,31,6,42,6
96,8,3,52,62,2
41,85,79,65,95,5
49,5,92,2,55,1
68,43,61,54,17,9
72,76,66,75,70,9
17,62,73,33,57,6
1,36,48,68,12,6
90,44,64,18,9,3
77,95,21,54,27,5
51,69,98,96,90,7
44,28,93,56,99,5
48,64,28,39,93,7
79,24,70,64,52,7
7,4,96,19,28,8
31,98,86,78,20,8
29,14,62,52,80,8
39,73,63,24,82,8
95,70,89,24,34,6
43,79,74,14,52,5
33,25,34,98,95,2
96,96,73,61,7,5
34,48,44,97,99,2
70,40,55,88,10,9
6,25,27,91,50,10
72,1,2,57,6,1
45,46,64,89,22,10
95,24,14,14,60,8
82,47,29,56,78,4
89,27,89,12,37,6
21,18,6,81,83,8
92,62,6,93,6,2
18,72,56,98,59,7
4,59,17,2,24,8
68,70,9,80,9,3
100,31,9,65,37,3
86,13,90,63,42,9
70,100,3,3,77,9
89,25,37,44,78,9
82,21,95,62,2,1
96,88,64,52,32,9
3,54,29,63,16,7
83,99,72,21,15,3
94,80,61,61,48,1
72,6,75,30,14,1
25,2,63,3,82,2
76,62,72,16,71,5
63,62,7,41,83,8
32,27,14,34,68,5
53,62,14,80,11,4
5,84,44,21,59,4
47,77,78,89,25,3
34,66,50,3,97,8
9,7,12,88,86,4
62,55,100,3,31,10
8,64,87,37,80,9
35,22,86,89,39,9
74,99,9,46,28,4
45,46,9,35,81,3
89,80,29,57,62,6
19,53,76,23,56,3
8,78,16,10,47,1
42,20,44,2,59,5
3,15,38,50,78,3
85,54,53,89,65,6
87,78,64,44,18,5
19,5,59,4,61,2
50,14,78,46,80,8
43,5,40,80,95,2
16,6,45,84,30,2
34,75,61,32,3,2
20,13,19,40,76,5
13,49,1,60,87,8
77,99,99,38,89,9
42,62,82,12,69,8
85,73,8,3,52,6
23,40,90,7,28,7
12,31,18,15,83,9
15,76,32,5,61,10
28,18,66,45,76,1
27,23,30,14,44,7
95,78,99,59,69,10
48,67,53,61,1,8
87,3,65,1,77,1
3,57,48,30,8,7
32,100,71,23,81,6
9,83,74,44,95,2
68,69,85,44,47,5
43,55,64,1,53,2
7,74,48,42,10,7
8,53,3,24,94,3
77,38,51,59,40,1
83,9,15,1,70,1
8,21,80,37,70,6
69,44,95,72,72,7
61,61,15,31,94,1
11,50,91,66,20,2
73,9,81,97,56,5
86,70,66,91,27,9
84,92,11,44,32,10
10,87,24,92,40,8
37,5,20,25,45,6
11,82,30,31,85,7
78,66,86,81,72,2
63,55,46,76,9,6
46,95,56,19,15,3
41,86,100,81,43,8
87,91,63,35,50,10
42,31,26,65,9,7
98,14,59,37,89,6
95,91,61,21,1,8
30,62,61,79,46,6
10,19,11,100,85,6
28,72,84,62,35,7
53,24,70,59,7,9
52,20,67,25,17,9
54,35,3,65,52,4
81,38,1,85,34,1
21,13,75,19,96,3
9,55,66,73,42,10
61,81,60,19,76,4
5,50,41,36,69,2
72,46,2,32,14,9
17,59,88,81,50,2
64,45,43,86,84,9
40,96,2,44,45,4
32,75,100,6,43,10
70,23,84,66,83,6
37,41,39,65,56,4
13,87,36,96,90,8
5,67,84,93,95,7
64,66,25,74,73,7
17,31,10,37,59,9
53,73,59,62,16,3
92,80,48,85,57,6
57,54,76,89,51,5
50,28,74,48,34,7
29,95,69,56,78,8
40,25,96,66,21,3
38,50,48,7,94,2
31,27,34,62,16,2
17,97,18,62,33,5
72,3,95,78,11,8
7,33,71,88,25,5
53,47,86,3,25,8
23,37,17,28,87,1
29,100,63,23,39,7
97,24,61,81,5,9
11,72,42,80,95,8
56,38,47,41,78,5
64,42,46,69,4,7
48,61,56,36,39,3
66,12,37,53,40,3
74,86,59,73,99,10
17,58,40,76,80,5
98,64,7,44,87,8
87,100,79,70,60,9
1,11,15,34,43,1
24,92,67,89,52,6
66,96,80,90,39,5
21,36,7,91,57,3
85,94,37,12,35,6
38,14,10,11,79,7
55,27,97,59,82,5
86,18,86,94,11,5
73,82,69,31,67,3
36,25,65,87,91,9
82,83,62,41,18,8
92,51,17,81,38,8
54,88,57,98,70,1
48,79,87,90,39,9
30,58,29,12,4,7
10,36,17,52,37,10
60,60,98,5,16,4
86,61,44,4,52,1
43,11,17,45,70,2
77,64,87,65,2,7
66,43,72,55,39,6
57,3,29,80,82,7
83,27,79,58,95,3
81,30,36,67,40,8
1,96,75,8,73,1
23,40,22,61,45,3
44,77,82,37,85,6
86,93,68,77,9,10
16,16,22,13,87,6
100,50,5,92,4,2
12,89,42,84,19,8
32,89,94,100,37,3
80,76,87,60,81,1
39,11,70,43,46,4
22,2,66,50,13,5
13,8,53,81,99,10
50,1,85,76,77,2
62,93,54,42,85,6
29,52,62,42,47,3
48,61,83,98,8,4
60,57,19,49,88,8
36,66,97,87,59,6
58,34,59,64,20,2
48,99,5,99,13,8
69,85,86,83,47,2
84,70,1,51,7,10
32,92,92,5,20,5
31,62,75,20,73,10
75,7,82,59,98,5
48,83,79,31,16,3
34,22,90,91,49,7
47,48,63,59,15,6
38,43,76,41,78,3
40,46,74,26,59,7
81,62,85,90,83,9
95,53,37,75,40,3
49,45,66,64,86,5
27,36,9,19,65,7
23,16,72,27,59,2
98,19,56,39,39,8
14,54,84,22,61,10
28,82,64,71,4,4
38,42,95,62,27,10
53,33,29,34,30,9
94,29,56,84,53,4
26,1,2,65,91,5
63,18,72,40,75,1
23,89,82,96,55,1
59,14,27,34,44,1
39,56,79,16,98,9
16,15,90,42,86,10
94,92,77,23,21,5
80,65,44,84,32,9
82,9,28,93,15,6
94,55,71,60,31,7
86,36,20,14,3,5
59,23,20,78,96,1
51,63,29,8,54,1
99,88,30,83,12,5
92,95,87,98,16,9
14,69,49,98,47,5
84,26,57,17,59,7
30,10,4,75,89,7
90,37,85,85,78,8
67,27,4,75,11,4
47,36,26,39,39,7
90,15,59,54,98,4
29,92,7,11,93,5
81,70,35,96,91,4
14,48,67,31,21,9
80,72,39,23,72,2
15,4,27,83,91,6
94,50,94,25,21,8
96,22,28,21,71,3
45,76,42,57,45,9
56,32,9,42,69,1
33,58,75,80,19,3
4,44,26,63,95,8
64,73,97,48,17,4
5,47,36,44,79,4
22,7,96,30,78,1
15,98,76,74,15,9
25,59,28,95,40,9
29,98,79,4,7,3
55,84,8,57,42,9
85,11,89,13,96,7
41,54,35,58,88,4
46,58,41,83,15,6
28,28,85,50,78,2
56,88,76,12,37,4
99,39,37,62,75,5
67,20,85,17,5,4
85,29,84,73,73,3
82,36,20,21,52,10
3,13,81,24,65,9
45,21,8,13,43,10
62,7,84,49,17,1
75,3,72,66,93,3
37,8,84,81,72,8
36,11,21,49,64,4
36,71,19,93,93,10
63,97,39,69,12,5
16,94,14,35,69,4
58,63,56,70,36,4
17,7,81,64,27,7
56,16,40,100,52,3
2,94,98,56,40,7
24,97,26,35,95,7
38,89,36,59,14,1
80,56,48,34,70,10
53,100,69,50,24,2
41,27,43,67,92,8
62,19,30,44,17,1
4,11,31,12,67,7
48,66,76,6,70,9
59,37,43,47,61,4
9,20,12,50,22,4
44,17,34,79,4,3
25,23,6,99,24,10
83,6,88,43,41,10
96,35,4,65,45,7
97,73,18,51,41,1
77,90,19,41,99,2
67,49,95,14,75,7
6,6,62,64,80,10
19,79,95,16,72,4
12,36,39,70,30,3
79,7,15,39,41,4
40,60,88,97,89,5
30,76,92,81,36,3
25,15,5,10,86,1
66,14,13,32,9,6
71,18,92,27,75,8
33,83,41,50,38,3
71,46,25,56,22,9
56,6,78,57,1,2
1,94,4,11,95,2
22,80,50,85,100,3
82,54,70,58,51,5
28,9,26,29,13,10
56,31,90,64,83,5
23,38,52,80,4,5
85,75,55,11,85,5
53,57,47,2,36,6
58,40,51,1,57,1
61,66,27,46,54,9
26,40,96,48,76,1
55,60,37,26,77,1
45,94,3,9,23,7
18,11,27,38,95,8
59,99,39,54,100,3
54,63,27,41,15,1
31,100,16,73,73,1
26,27,11,54,92,8
31,44,48,69,59,5
66,28,68,30,50,2
82,91,90,65,4,10
28,50,35,51,4,4
79,97,83,7,75,9
95,73,79,53,7,1
15,17,62,87,95,7
68,83,21,25,95,4
20,20,48,3,43,9
22,26,49,60,61,5
94,4,9,18,86,2
14,63,5,58,71,9
14,13,42,17,50,10
22,32,56,96,26,9
11,26,28,39,95,3
69,49,93,58,66,8
55,73,13,99,20,3
76,41,68,71,86,1
2,48,27,100,72,5
10,73,94,58,40,2
75,19,77,45,93,2
70,63,60,79,42,7
50,92,21,97,6,1
13,45,94,54,45,3
45,77,21,30,84,7
67,31,21,87,72,4
18,17,69,50,63,9
91,18,24,96,97,2
25,12,39,24,3,9
70,47,33,65,21,5
6,96,42,58,41,3
62,68,49,44,84,9
63,14,53,96,19,3
61,53,76,6,16,4
76,82,40,1,75,4
48,1,23,94,55,5
77,37,24,16,69,4
13,36,20,23,46,2
13,84,46,20,72,6
19,94,96,22,79,7
10,15,32,23,44,2
7,55,67,26,83,2
73,43,84,49,30,6
88,96,26,8,58,9
95,56,37,15,76,5
11,87,96,96,52,1
89,29,86,2,73,1
38,98,14,29,54,5
18,23,70,82,57,8
41,56,76,98,50,6
78,60,61,45,68,8
41,11,23,63,83,10
61,78,24,34,23,2
48,59,61,84,93,9
98,72,47,24,11,4
53,17,35,4,86,3
43,26,20,91,50,5
27,89,17,95,79,10
21,69,13,76,84,9
45,99,76,28,20,5
96,90,75,88,72,10
17,95,39,62,52,8
36,29,41,71,82,6
64,18,71,84,1,4
34,30,48,50,69,2
31,2,34,4,4,7
40,20,3,69,36,5
31,90,29,33,54,8
50,73,95,54,19,2
99,78,9,4,33,7
54,16,31,37,61,7
70,76,44,14,72,3
4,76,74,23,33,9
41,41,36,97,90,9
44,69,98,91,76,5
88,29,48,62,99,2
53,91,46,73,56,5
35,46,42,60,95,2
7,72,92,44,22,1
86,89,5,22,28,9
41,1,13,55,99,6
28,53,29,53,8,3
44,13,67,66,39,8
50,64,22,29,37,1
65,99,19,16,21,6
96,20,84,58,45,3
87,86,60,76,76,1
80,57,48,53,18,6
11,6,50,99,76,10
53,33,30,46,15,6
85,52,20,27,56,3
99,72,11,38,44,5
52,30,13,62,53,6
58,87,48,44,63,3
10,10,66,51,83,8
94,15,46,20,16,6
4,45,33,98,25,3
88,45,99,21,59,9
38,86,38,87,67,2
98,35,47,37,50,4
52,7,1,65,49,10
82,82,71,14,5,7
53,12,16,48,52,8
70,95,76,88,46,7
88,22,8,12,8,4
45,91,55,14,19,7
20,73,90,71,50,5
42,50,68,84,5,1
38,6,74,96,75,5
19,11,22,39,93,1
60,71,96,31,67,6
48,55,100,48,60,6
33,50,45,20,50,7
60,11,29,12,99,1
33,33,27,18,52,3
37,3,87,6,56,4
27,99,89,36,93,6
43,22,82,36,22,1
83,39,16,24,8,10
100,64,55,60,66,3
31,13,84,19,59,4
59,21,57,49,34,2
49,79,36,1,40,5
14,93,51,15,51,4
26,77,13,61,94,7
99,65,92,2,12,8
17,7,74,26,37,1
16,99,33,92,46,2
85,28,86,34,80,9
83,22,51,40,67,7
81,59,81,55,20,2
34,50,98,47,34,3
81,56,36,14,37,1
80,55,97,98,22,3
8,40,7,10,85,1
72,55,72,83,37,10
19,81,83,82,37,9
80,56,11,34,10,4
89,37,63,78,2,5
17,25,13,23,6,2
100,84,55,77,27,8
98,73,95,47,91,8
4,42,100,77,3,1
75,11,100,19,15,7
50,92,30,59,50,10
75,73,4,18,6,9
89,76,44,65,14,1
52,94,42,3,55,8
97,97,46,87,41,6
60,35,53,16,99,6
57,16,98,40,74,10
58,6,38,23,1,9
34,75,75,78,7,7
19,15,4,89,41,9
78,48,100,99,83,5
26,27,60,34,97,7
62,53,39,7,28,9
76,49,96,60,68,5
18,94,64,65,35,6
99,53,80,82,3,5
66,7,67,85,61,8
84,3,54,6,43,3
34,46,36,50,79,9
47,64,9,20,57,2
62,65,64,18,78,6
47,13,77,48,91,4
36,68,55,31,26,2
11,43,36,31,97,1
51,11,67,16,52,2
81,92,55,52,49,5
22,56,88,26,83,3
83,20,5,36,91,4
11,99,65,89,40,9
25,24,58,8,63,7
52,28,81,2,94,7
57,51,86,16,82,4
93,60,93,37,96,8
85,40,24,90,63,6
28,94,89,15,62,1
89,100,53,55,23,9
65,4,53,19,29,6
36,76,81,3,97,1
53,94,53,90,74,10
99,91,13,50,48,8
21,89,22,66,3,7
48,77,36,92,4,6
4,83,53,50,45,2
41,25,40,73,33,8
53,23,61,7,82,10
95,91,74,91,47,6
46,52,60,71,37,6
26,90,41,55,83,8
81,55,81,31,92,5
42,92,3,49,76,10
15,34,56,74,16,9
95,98,36,40,97,1
85,9,74,77,5,1
84,90,91,41,23,8
40,34,63,15,72,8
38,79,100,37,4,5
64,49,51,62,75,7
26,32,85,13,32,7
86,93,55,53,44,10
78,44,67,43,45,7
23,89,53,35,70,4
51,1,2,53,57,2
88,92,63,81,76,10
14,85,43,36,39,6
81,75,51,93,37,9
30,38,98,35,100,7
19,29,58,42,79,5
36,5,27,23,100,3
94,58,33,22,76,5
64,81,36,51,41,5
63,36,11,15,50,4
46,1,13,27,39,2
77,14,46,2,49,6
15,58,78,4,46,1
42,67,30,21,7,3
41,76,8,56,14,5
6,16,14,70,4,6
12,39,22,8,71,9
87,27,53,28,60,5
50,34,67,81,10,8
55,38,51,24,15,8
94,46,91,59,36,3
62,17,66,74,31,2
64,85,86,30,73,5
14,47,56,4,36,4
11,36,1,61,68,2
26,13,29,1,73,8
58,94,44,29,55,1
88,74,99,66,16,3
65,80,62,90,74,7
5,99,19,39,20,5
60,76,14,95,41,10
14,88,22,27,26,5
19,32,41,69,9,4
40,98,57,11,96,5
38,34,14,77,47,9
1,89,15,85,88,5
15,51,67,83,50,5
62,7,43,92,13,8
70,57,15,9,51,1
60,36,83,61,36,7
18,21,13,5,23,5
72,34,49,66,60,6
30,54,74,5,30,10
53,90,66,73,14,4
85,2,29,77,54,8
49,41,77,60,22,7
52,67,41,68,61,2
16,36,76,95,49,1
6,24,36,59,13,7
44,30,89,56,22,2
65,3,70,51,57,1
43,58,40,100,97,8
9,97,51,14,59,2
68,1,4,88,67,10
75,61,35,2,21,5
84,9,80,41,27,9
56,22,56,59,4,6
91,72,26,54,86,7
50,77,51,40,27,1
1,19,12,53,71,8
82,81,39,59,31,4
95,39,66,56,6,3
52,82,11,87,97,1
52,78,47,15,28,7
73,23,33,55,92,3
87,77,49,43,64,2
68,40,28,44,36,7
17,14,9,52,13,6
87,34,40,6,52,10
51,68,8,43,54,6
33,37,91,5,66,4
44,98,86,77,77,7
33,22,80,30,62,7
37,96,51,47,94,8
48,30,92,2,31,9
8,86,44,4,30,8
13,47,49,91,57,10
42,8,20,76,33,10
7,75,75,4,34,10
99,93,30,23,54,5
90,54,97,77,2,2
78,17,10,49,99,1
1,63,62,99,48,2
86,69,65,77,7,7
39,72,9,47,23,10
55,67,76,59,66,8
87,94,12,92,84,5
67,100,78,78,4,1
50,48,49,21,69,10
66,48,38,46,72,10
59,14,40,44,88,8
46,5,98,2,15,2
66,55,45,33,65,9
57,13,37,39,42,5
16,77,57,28,6,9
85,73,45,98,31,8
46,82,70,20,8,9
40,32,5,52,51,3
41,29,65,78,67,1
7,16,15,71,43,3
27,77,74,85,87,6
57,51,14,58,52,1
95,78,37,87,38,6
15,49,10,33,37,6
92,80,78,34,55,4
83,24,6,13,86,4
3,24,40,12,11,10
70,89,95,54,5,6
43,93,75,45,42,4
100,76,51,43,20,1
32,60,81,20,90,2
69,48,43,82,25,1
6,98,30,41,61,1
25,90,21,61,48,8
24,62,58,20,2,9
36,39,49,48,56,4
4,24,36,60,33,9
95,37,42,84,79,6
95,50,100,50,68,1
81,9,4,76,96,2
46,85,82,44,21,4
55,78,78,82,37,4
81,38,75,52,83,5
11,47,21,81,17,7
71,7,87,70,45,7
7,52,87,10,80,8
19,6,80,25,54,2
22,21,82,95,77,5
50,60,43,17,3,3
59,47,74,70,84,8
25,54,46,58,36,10
57,56,24,25,82,6
53,96,21,8,40,6
90,69,99,77,5,4
46,39,89,13,78,8
46,92,81,87,92,8
63,70,91,19,64,10
32,91,96,35,70,5
91,73,13,95,74,9
59,67,59,88,34,2
61,66,55,44,16,4
53,90,18,54,25,5
92,17,23,5,77,7
16,60,53,69,47,8
34,97,25,97,54,8
24,8,8,75,59,1
53,22,10,98,58,5
22,51,55,8,21,1
29,66,89,88,56,4
42,93,54,3,5,6
93,12,82,100,91,8
84,17,36,24,90,5
98,78,68,31,96,1
50,60,20,53,60,6
88,41,11,90,98,6
25,29,21,35,35,8
31,33,6,51,35,6
76,74,29,12,91,4
32,18,4,55,70,2
48,18,83,25,85,6
74,51,7,17,2,1
34,63,53,49,88,3
47,23,55,1,53,9
26,88,62,16,28,2
95,11,28,56,25,5
82,76,33,63,22,7
35,33,31,24,2,5
51,71,13,75,75,9
6,76,29,38,80,5
65,88,10,52,37,3
78,34,92,20,32,10
36,83,7,34,1,8
99,69,88,76,48,8
57,53,53,91,8,6
93,28,77,39,78,8
40,92,60,12,28,9
52,42,95,1,64,3
32,59,80,65,35,10
1,46,57,60,88,7
93,39,10,76,65,1
67,65,26,78,63,8
24,9,16,67,89,8
45,93,65,22,12,4
69,81,81,70,21,3
91,41,32,21,100,4
18,40,85,33,46,6
29,92,98,25,12,2
16,82,91,87,53,1
62,6,89,75,27,5
40,62,8,15,21,5
45,36,3,76,57,6
30,62,40,56,48,1
9,22,78,31,67,8
56,80,80,56,54,5
76,24,2,49,44,8
93,92,79,98,69,3
28,39,7,28,36,10
55,99,33,15,5,2
99,100,41,11,11,9
6,3,70,17,38,9
17,73,74,45,51,8
37,5,56,72,34,10
87,49,78,30,22,4
65,40,35,90,37,8
37,30,73,58,27,7
17,94,27,82,37,4
92,98,57,51,61,2
2,20,80,90,30,4
51,81,62,44,52,4
59,61,10,14,81,2
90,93,8,19,68,4
56,34,3,57,48,2
17,29,54,20,20,3
4,78,21,28,88,10
12,91,37,27,33,8
77,61,32,84,58,8
22,53,85,5,17,5
7,84,49,48,97,3
61,8,59,69,29,8
91,98,57,6,89,2
19,29,83,80,100,6
90,29,96,53,52,8
31,67,12,12,35,4
48,9,22,79,42,2
36,41,47,99,65,6
98,72,43,74,29,9
80,2,88,74,75,7
66,64,77,90,81,10
33,67,77,49,52,3
15,68,72,86,68,3
79,63,77,48,34,2
71,83,58,57,45,10
15,67,29,67,53,2
83,82,14,65,26,6
15,61,71,62,35,3
44,28,1,85,13,10
69,26,20,65,77,8
65,46,43,99,21,10
34,96,93,36,99,10
22,90,45,26,38,6
81,39,64,27,54,8
37,62,2,9,36,2
58,99,63,13,92,1
83,82,73,87,39,1
29,39,18,53,69,4
32,30,9,72,23,8
52,85,81,91,86,2
72,85,95,27,87,3
100,83,4,53,53,3
9,40,50,61,37,10
43,42,99,37,71,5
98,27,17,11,86,5
41,74,38,95,16,6
17,49,8,98,77,9
97,51,7,22,33,3
47,30,86,71,82,2
64,76,51,69,42,6
89,21,82,31,98,6
13,39,28,53,59,1
22,93,53,29,51,4
28,9,65,36,35,8
12,21,10,40,49,6
86,11,24,88,95,8
62,6,94,43,30,3
6,92,79,58,32,10
99,99,96,39,22,5
19,22,13,81,100,4
63,12,6,83,15,9
88,30,45,22,12,5
37,98,63,1,17,10
73,16,14,23,43,2
4,90,71,54,35,9
36,74,93,100,89,9
16,8,53,55,67,5
41,96,32,49,52,10
77,13,72,78,20,3
66,76,73,73,87,7
32,5,43,98,75,7
38,60,78,57,50,6
21,62,42,62,67,1
46,66,62,96,18,4
11,8,99,11,10,7
68,41,43,25,78,10
3,47,3,83,54,5
18,82,91,35,91,2
74,52,6,49,22,2
75,69,6,28,22,5
88,5,6,6,74,8
31,15,33,34,4,9
49,71,90,32,65,5
70,61,20,95,69,10
25,42,98,82,96,5
61,80,53,91,32,9
73,26,26,61,51,6
17,91,2,18,72,3
84,20,79,39,44,3
46,66,89,13,41,5
78,44,52,56,83,4
27,67,6,68,34,3
43,98,80,41,48,1
39,58,9,6,69,3
24,29,5,43,34,9
70,11,47,39,34,10
25,92,44,29,43,7
49,10,46,15,84,7
84,68,7,97,24,6
57,100,17,82,10,6
9,57,98,25,85,8
37,3,98,94,41,8
46,38,94,20,77,10
13,6,95,12,40,4
53,39,41,48,33,3
72,67,90,5,39,4
71,84,96,71,8,3
16,69,94,60,99,7
65,84,6,30,37,6
68,81,36,48,15,4
39,2,65,5,95,3
86,82,48,97,52,7
7,19,2,27,50,7
69,40,8,17,66,10
11,59,43,68,16,1
83,4,52,67,62,8
17,81,61,95,1,9
40,67,1,36,85,2
35,32,70,79,17,7
73,38,98,27,78,5
18,6,38,26,89,4
7,20,29,48,20,3
87,99,58,65,70,3
71,76,51,24,92,5
17,7,38,92,88,6
44,51,78,93,92,3
36,38,3,34,61,8
42,63,33,82,30,8
23,4,5,74,68,8
69,81,9,95,62,9
66,32,5,59,31,9
84,99,77,71,74,3
99,82,41,17,65,1
23,91,19,95,29,2
93,94,94,93,11,6
55,47,52,35,84,9
84,1,27,68,93,8
57,67,76,56,70,4
52,2,78,75,7,10
99,89,32,89,37,9
56,46,56,97,65,10
25,93,52,77,58,10
13,32,87,46,85,9
68,62,53,80,85,2
24,73,9,78,72,6
96,23,52,55,48,7
74,23,43,48,92,3
81,89,57,16,46,5
25,82,76,11,90,3
89,91,26,46,83,1
19,11,5,4,62,7
23,82,74,94,81,5
33,86,88,15,39,10
4,99,50,57,34,10
96,19,60,11,34,1
19,9,99,77,98,5
78,81,85,1,76,4
21,72,88,15,61,8
95,44,2,30,12,6
61,98,8,68,58,3
24,64,80,35,44,10
47,40,85,66,41,5
31,26,77,33,27,1
73,22,99,40,79,8
29,31,23,58,14,8
4,78,80,65,96,7
52,19,75,27,63,5
8,99,39,97,84,2
72,23,45,7,4,4
60,24,76,27,100,10
1,27,56,66,12,8
16,89,95,76,16,10
60,77,22,70,23,3
35,81,49,63,53,2
43,36,56,57,36,1
61,40,89,79,9,8
36,54,31,38,74,10
56,19,10,56,48,7
8,37,53,91,57,5
38,42,49,40,19,5
12,25,59,53,61,2
30,44,81,49,19,10
77,95,80,86,43,9
58,23,12,80,43,4
4,35,92,69,2,7
68,41,97,20,33,3
100,13,16,13,65,10
69,22,34,68,62,7
50,21,84,11,32,7
27,53,26,21,63,7
75,54,51,29,49,2
6,9,31,39,76,6
49,63,84,18,87,2
85,64,37,65,12,2
11,38,13,74,69,2
34,65,33,26,15,3
75,68,51,9,88,1
85,47,86,16,74,10
93,87,44,35,77,1
75,77,47,68,42,4
90,43,51,44,70,3
39,84,90,29,17,3
76,90,94,78,42,1
83,69,22,93,96,9
10,49,22,62,27,1
88,48,98,52,84,8
61,92,50,96,6,9
42,50,46,55,96,5
27,23,10,69,49,1
52,67,31,23,4,5
65,2,95,67,20,4
23,44,5,92,38,8
71,92,57,41,57,7
40,17,31,86,66,6
20,87,30,57,97,3
53,66,61,16,96,9
15,54,47,83,87,8
37,87,61,88,70,3
90,40,1,76,30,4
21,52,93,53,38,1
60,25,7,80,94,3
31,49,64,94,5,7
89,39,23,65,83,9
60,65,49,74,8,3
83,16,26,58,88,2
85,73,80,85,81,9
55,38,73,39,96,8
34,62,67,94,56,8
28,59,57,11,12,7
20,94,60,2,96,3
6,11,48,12,65,8
80,36,31,75,91,9
52,64,12,97,28,1
58,100,91,64,59,6
63,99,91,23,40,10
19,46,3,87,54,4
78,7,40,72,55,9
25,77,78,42,14,4
86,47,72,19,10,8
54,83,33,3,49,2
83,6,60,38,84,8
57,41,34,52,65,10
70,58,6,67,89,9
69,31,93,88,47,3
9,43,41,13,7,4
34,54,57,4,90,3
75,80,54,96,13,10
82,39,55,81,14,8
99,93,32,64,76,3
3,96,1,83,50,3
31,40,79,4,53,8
73,33,56,17,71,8
28,30,22,99,56,4
31,81,36,62,53,2
72,75,40,4,94,4
8,56,57,29,89,3
47,41,21,28,35,2
89,8,32,64,36,1
21,10,91,34,68,7
78,85,44,21,85,8
96,64,54,80,57,2
51,12,28,67,92,1
78,15,47,54,41,6
